Sno,Date,State/UnionTerritory,total_confirmed,Cured,Deaths,,
19,03/04/20,Maharashtra,335,42,16,,
20,03/04/20,Manipur,2,0,0,,
21,03/04/20,Mizoram,1,0,0,,
22,03/04/20,Odisha,5,0,0,,
23,03/04/20,Puducherry,5,1,0,,
24,03/04/20,Punjab,48,1,5,,
25,03/04/20,Rajasthan,167,3,0,,
26,03/04/20,Tamil Nadu,309,6,1,,
27,03/04/20,Telengana,158,1,7,,
28,03/04/20,Uttarakhand,10,2,0,,
28,03/04/20,Uttar Pradesh,172,14,2,,
29,03/04/20,West Bengal,63,3,3,,
1,04/04/20,Andhra Pradesh,161,1,1,,
2,04/04/20,Andaman and Nicobar Islands,10,0,0,,
3,04/04/20,Arunachal Pradesh,1,0,0,,
4,04/04/20,Assam,24,0,0,,
5,04/04/20,Bihar,30,0,1,,
6,04/04/20,Chandigarh,18,0,0,,
7,04/04/20,Chhattisgarh,9,3,0,,
8,04/04/20,Delhi,445,15,6,,
9,04/04/20,Goa,7,0,0,,
10,04/04/20,Gujarat,105,14,10,,
11,04/04/20,Haryana,49,24,0,,
12,04/04/20,Himachal Pradesh,6,1,1,,
13,04/04/20,Jammu and Kashmir,75,3,2,,
14,04/04/20,Jharkhand,2,0,0,,
15,04/04/20,Karnataka,128,12,3,,
16,04/04/20,Kerala,295,41,2,,
17,04/04/20,Ladakh,14,3,0,,
18,04/04/20,Madhya Pradesh,104,0,6,,
19,04/04/20,Maharashtra,490,42,24,,
20,04/04/20,Manipur,2,0,0,,
21,04/04/20,Mizoram,1,0,0,,
22,04/04/20,Odisha,5,0,0,,
23,04/04/20,Puducherry,5,1,0,,
24,04/04/20,Punjab,57,1,5,,
25,04/04/20,Rajasthan,200,21,0,,
26,04/04/20,Tamil Nadu,411,6,2,,
27,04/04/20,Telengana,159,1,7,,
28,04/04/20,Uttarakhand,16,2,0,,
28,04/04/20,Uttar Pradesh,174,19,2,,
29,04/04/20,West Bengal,69,3,3,,
1,05/04/20,Andhra Pradesh,190,1,1,,
2,05/04/20,Andaman and Nicobar Islands,10,0,0,,
3,05/04/20,Arunachal Pradesh,1,0,0,,
4,05/04/20,Assam,26,0,0,,
5,05/04/20,Bihar,30,0,1,,
6,05/04/20,Chandigarh,18,0,0,,
7,05/04/20,Chhattisgarh,9,3,0,,
8,05/04/20,Delhi,503,18,7,,
9,05/04/20,Goa,7,0,0,,
10,05/04/20,Gujarat,122,18,11,,
11,05/04/20,Haryana,59,25,1,,
12,05/04/20,Himachal Pradesh,6,1,1,,
13,05/04/20,Jammu and Kashmir,106,4,2,,
14,05/04/20,Jharkhand,3,0,0,,
15,05/04/20,Karnataka,144,12,4,,
16,05/04/20,Kerala,306,49,2,,
17,05/04/20,Ladakh,14,10,0,,
18,05/04/20,Madhya Pradesh,165,0,9,,
19,05/04/20,Maharashtra,490,42,24,,
20,05/04/20,Manipur,2,0,0,,
21,05/04/20,Mizoram,1,0,0,,
22,05/04/20,Odisha,20,0,0,,
23,05/04/20,Puducherry,5,1,0,,
24,05/04/20,Punjab,57,1,5,,
25,05/04/20,Rajasthan,200,21,0,,
26,05/04/20,Tamil Nadu,485,6,3,,
27,05/04/20,Telengana,269,32,7,,
28,05/04/20,Uttarakhand,22,2,0,,
29,05/04/20,Uttar Pradesh,227,19,2,,
30,05/04/20,West Bengal,80,10,3,,
1,06/04/20,Andhra Pradesh,226,1,3,,
2,06/04/20,Andaman and Nicobar Islands,10,0,0,,
3,06/04/20,Arunachal Pradesh,1,0,0,,
4,06/04/20,Assam,26,0,0,,
5,06/04/20,Bihar,32,0,1,,
6,06/04/20,Chandigarh,18,0,0,,
7,06/04/20,Chhattisgarh,10,8,0,,
8,06/04/20,Delhi,523,19,7,,
9,06/04/20,Goa,7,0,0,,
10,06/04/20,Gujarat,144,22,12,,
11,06/04/20,Haryana,84,25,1,,
12,06/04/20,Himachal Pradesh,13,2,1,,
13,06/04/20,Jammu and Kashmir,109,4,2,,
14,06/04/20,Jharkhand,4,0,0,,
15,06/04/20,Karnataka,151,12,4,,
16,06/04/20,Kerala,314,55,2,,
17,06/04/20,Ladakh,14,10,0,,
18,06/04/20,Madhya Pradesh,165,0,9,,
19,06/04/20,Maharashtra,748,56,45,,
20,06/04/20,Manipur,2,0,0,,
21,06/04/20,Mizoram,1,0,0,,
22,06/04/20,Odisha,21,2,0,,
23,06/04/20,Puducherry,5,1,0,,
24,06/04/20,Punjab,76,4,6,,
25,06/04/20,Rajasthan,274,21,0,,
26,06/04/20,Tamil Nadu,571,8,5,,
27,06/04/20,Telengana,321,34,7,,
28,06/04/20,Uttarakhand,26,4,0,,
29,06/04/20,Uttar Pradesh,305,21,3,,
30,06/04/20,West Bengal,80,10,3,,
1,07/04/20,Andhra Pradesh,266,1,3,,
2,07/04/20,Andaman and Nicobar Islands,10,0,0,,
3,07/04/20,Arunachal Pradesh,1,0,0,,
4,07/04/20,Assam,26,0,0,,
5,07/04/20,Bihar,32,0,1,,
6,07/04/20,Chandigarh,18,7,0,,
7,07/04/20,Chhattisgarh,10,9,0,,
8,07/04/20,Delhi,576,21,7,,
9,07/04/20,Goa,7,0,0,,
10,07/04/20,Gujarat,165,25,13,,
11,07/04/20,Haryana,90,25,1,,
12,07/04/20,Himachal Pradesh,13,2,1,,
13,07/04/20,Jammu and Kashmir,116,4,2,,
14,07/04/20,Jharkhand,4,0,0,,
15,07/04/20,Karnataka,175,25,4,,
16,07/04/20,Kerala,327,58,2,,
17,07/04/20,Ladakh,14,10,0,,
18,07/04/20,Madhya Pradesh,229,0,13,,
19,07/04/20,Maharashtra,868,56,48,,
20,07/04/20,Manipur,2,0,0,,
21,07/04/20,Mizoram,1,0,0,,
22,07/04/20,Odisha,42,2,1,,
23,07/04/20,Puducherry,5,1,0,,
24,07/04/20,Punjab,91,4,7,,
25,07/04/20,Rajasthan,288,21,3,,
26,07/04/20,Tamil Nadu,621,8,5,,
27,07/04/20,Telengana,364,35,7,,
28,07/04/20,Tripura,1,0,0,,
29,07/04/20,Uttarakhand,31,5,0,,
30,07/04/20,Uttar Pradesh,305,21,3,,
31,07/04/20,West Bengal,91,13,3,,
1,08/04/20,Andhra Pradesh,305,5,4,,
2,08/04/20,Andaman and Nicobar Islands,10,0,0,,
3,08/04/20,Arunachal Pradesh,1,0,0,,
4,08/04/20,Assam,27,0,0,,
5,08/04/20,Bihar,38,0,1,,
6,08/04/20,Chandigarh,18,7,0,,
7,08/04/20,Chhattisgarh,10,9,0,,
8,08/04/20,Delhi,576,21,9,,
9,08/04/20,Goa,7,0,0,,
10,08/04/20,Gujarat,165,25,13,,
11,08/04/20,Haryana,147,28,3,,
12,08/04/20,Himachal Pradesh,18,2,1,,
13,08/04/20,Jammu and Kashmir,116,4,2,,
14,08/04/20,Jharkhand,4,0,0,,
15,08/04/20,Karnataka,175,25,4,,
16,08/04/20,Kerala,336,70,2,,
17,08/04/20,Ladakh,14,10,0,,
18,08/04/20,Madhya Pradesh,229,0,13,,
19,08/04/20,Maharashtra,1018,79,64,,
20,08/04/20,Manipur,2,0,0,,
21,08/04/20,Mizoram,1,0,0,,
22,08/04/20,Odisha,42,2,1,,
23,08/04/20,Puducherry,5,1,0,,
24,08/04/20,Punjab,91,4,7,,
25,08/04/20,Rajasthan,328,21,3,,
26,08/04/20,Tamil Nadu,690,19,7,,
27,08/04/20,Telengana,427,35,7,,
28,08/04/20,Tripura,1,0,0,,
29,08/04/20,Uttarakhand,31,5,0,,
30,08/04/20,Uttar Pradesh,343,26,3,,
31,08/04/20,West Bengal,99,13,5,,
1,09/04/20,Andhra Pradesh,348,6,4,,
2,09/04/20,Andaman and Nicobar Islands,11,0,0,,
3,09/04/20,Arunachal Pradesh,1,0,0,,
4,09/04/20,Assam,28,0,0,,
5,09/04/20,Bihar,39,0,1,,
6,09/04/20,Chandigarh,18,7,0,,
7,09/04/20,Chhattisgarh,10,9,0,,
8,09/04/20,Delhi,669,21,9,,
9,09/04/20,Goa,7,0,0,,
10,09/04/20,Gujarat,179,25,16,,
11,09/04/20,Haryana,169,29,3,,
12,09/04/20,Himachal Pradesh,18,2,1,,
13,09/04/20,Jammu and Kashmir,158,4,4,,
14,09/04/20,Jharkhand,13,0,0,,
15,09/04/20,Karnataka,181,28,5,,
16,09/04/20,Kerala,345,83,2,,
17,09/04/20,Ladakh,14,10,0,,
18,09/04/20,Madhya Pradesh,259,0,16,,
19,09/04/20,Maharashtra,1135,117,72,,
20,09/04/20,Manipur,2,1,0,,
21,09/04/20,Mizoram,1,0,0,,
22,09/04/20,Odisha,42,2,1,,
23,09/04/20,Puducherry,5,1,0,,
24,09/04/20,Punjab,101,4,8,,
25,09/04/20,Rajasthan,383,21,3,,
26,09/04/20,Tamil Nadu,738,21,8,,
27,09/04/20,Telengana,442,35,7,,
28,09/04/20,Tripura,1,0,0,,
29,09/04/20,Uttarakhand,35,5,0,,
30,09/04/20,Uttar Pradesh,410,31,4,,
31,09/04/20,West Bengal,103,16,5,,
802,10/04/20,Andhra Pradesh,363,7,6,,
803,10/04/20,Andaman and Nicobar Islands,11,0,0,,
804,10/04/20,Arunachal Pradesh,1,0,0,,
805,10/04/20,Assam,29,0,0,,
806,10/04/20,Bihar,60,0,1,,
807,10/04/20,Chandigarh,18,7,0,,
808,10/04/20,Chhattisgarh,10,9,0,,
809,10/04/20,Delhi,898,25,13,,
810,10/04/20,Goa,7,1,0,,
811,10/04/20,Gujarat,241,26,17,,
812,10/04/20,Haryana,169,29,3,,
813,10/04/20,Himachal Pradesh,28,6,1,,
814,10/04/20,Jammu and Kashmir,184,6,4,,
815,10/04/20,Jharkhand,13,0,1,,
816,10/04/20,Karnataka,197,30,6,,
817,10/04/20,Kerala,357,96,2,,
818,10/04/20,Ladakh,15,10,0,,
819,10/04/20,Madhya Pradesh,259,0,16,,
820,10/04/20,Maharashtra,1364,125,97,,
821,10/04/20,Manipur,2,1,0,,
822,10/04/20,Mizoram,1,0,0,,
823,10/04/20,Odisha,44,2,1,,
824,10/04/20,Puducherry,5,1,0,,
825,10/04/20,Punjab,132,5,11,,
826,10/04/20,Rajasthan,463,21,3,,
827,10/04/20,Tamil Nadu,834,21,8,,
828,10/04/20,Telengana,473,35,7,,
829,10/04/20,Tripura,1,0,0,,
830,10/04/20,Uttarakhand,35,5,0,,
831,10/04/20,Uttar Pradesh,431,32,4,,
832,10/04/20,West Bengal,116,16,5,,
833,11/04/20,Andhra Pradesh,381,11,6,,
834,11/04/20,Andaman and Nicobar Islands,11,0,0,,
835,11/04/20,Arunachal Pradesh,1,0,0,,
836,11/04/20,Assam,29,0,1,,
837,11/04/20,Bihar,60,0,1,,
838,11/04/20,Chandigarh,18,7,0,,
839,11/04/20,Chhattisgarh,18,9,0,,
840,11/04/20,Delhi,903,25,14,,
841,11/04/20,Goa,7,1,0,,
842,11/04/20,Gujarat,308,31,19,,
843,11/04/20,Haryana,177,29,3,,
844,11/04/20,Himachal Pradesh,28,6,1,,
845,11/04/20,Jammu and Kashmir,207,6,4,,
846,11/04/20,Jharkhand,17,0,1,,
847,11/04/20,Karnataka,214,37,6,,
848,11/04/20,Kerala,364,123,2,,
849,11/04/20,Ladakh,15,10,0,,
850,11/04/20,Madhya Pradesh,443,0,33,,
851,11/04/20,Maharashtra,1574,188,110,,
852,11/04/20,Manipur,2,1,0,,
853,11/04/20,Mizoram,1,0,0,,
854,11/04/20,Odisha,48,2,1,,
855,11/04/20,Puducherry,7,1,0,,
856,11/04/20,Punjab,132,5,11,,
857,11/04/20,Rajasthan,553,21,3,,
858,11/04/20,Tamil Nadu,911,44,8,,
859,11/04/20,Telengana,504,43,9,,
860,11/04/20,Tripura,2,0,0,,
861,11/04/20,Uttarakhand,35,5,0,,
862,11/04/20,Uttar Pradesh,433,32,4,,
863,11/04/20,West Bengal,126,16,5,,
1,12/04/20,Andhra Pradesh,381,11,6,,
2,12/04/20,Andaman and Nicobar Islands,11,10,0,,
3,12/04/20,Arunachal Pradesh,1,0,0,,
4,12/04/20,Assam,29,0,1,,
5,12/04/20,Bihar,64,19,1,,
6,12/04/20,Chandigarh,19,7,0,,
7,12/04/20,Chhattisgarh,25,10,0,,
8,12/04/20,Delhi,1069,25,19,,
9,12/04/20,Goa,7,5,0,,
10,12/04/20,Gujarat,432,44,22,,
11,12/04/20,Haryana,185,29,3,,
12,12/04/20,Himachal Pradesh,32,6,1,,
13,12/04/20,Jammu and Kashmir,224,6,4,,
14,12/04/20,Jharkhand,17,0,1,,
15,12/04/20,Karnataka,226,37,6,,
16,12/04/20,Kerala,374,142,2,,
17,12/04/20,Ladakh,15,10,0,,
18,12/04/20,Madhya Pradesh,564,0,36,,
19,12/04/20,Maharashtra,1761,208,127,,
20,12/04/20,Manipur,2,1,0,,
21,12/04/20,Mizoram,1,0,0,,
22,12/04/20,Odisha,54,12,1,,
23,12/04/20,Puducherry,7,1,0,,
24,12/04/20,Punjab,151,5,11,,
25,12/04/20,Rajasthan,700,21,3,,
26,12/04/20,Tamil Nadu,969,44,10,,
27,12/04/20,Telengana,504,43,9,,
28,12/04/20,Tripura,2,0,0,,
29,12/04/20,Uttarakhand,35,5,0,,
30,12/04/20,Uttar Pradesh,452,45,5,,
31,12/04/20,West Bengal,134,19,5,,
1,13/04/20,Andhra Pradesh,432,11,7,,
2,13/04/20,Andaman and Nicobar Islands,11,10,0,,
3,13/04/20,Arunachal Pradesh,1,0,0,,
4,13/04/20,Assam,31,0,1,,
5,13/04/20,Bihar,64,26,1,,
6,13/04/20,Chandigarh,21,7,0,,
7,13/04/20,Chhattisgarh,31,10,0,,
8,13/04/20,Delhi,1154,27,24,,
9,13/04/20,Goa,7,5,0,,
10,13/04/20,Gujarat,539,47,26,,
11,13/04/20,Haryana,185,29,3,,
12,13/04/20,Himachal Pradesh,32,13,1,,
13,13/04/20,Jammu and Kashmir,245,6,4,,
14,13/04/20,Jharkhand,19,0,2,,
15,13/04/20,Karnataka,247,59,6,,
16,13/04/20,Kerala,376,179,3,,
17,13/04/20,Ladakh,15,10,0,,
18,13/04/20,Madhya Pradesh,604,44,43,,
19,13/04/20,Maharashtra,1985,217,149,,
20,13/04/20,Manipur,2,1,0,,
21,13/04/20,Mizoram,1,0,0,,
22,13/04/20,Nagaland,1,0,0,,
23,13/04/20,Odisha,54,12,1,,
24,13/04/20,Puducherry,7,1,0,,
25,13/04/20,Punjab,167,14,11,,
26,13/04/20,Rajasthan,812,21,3,,
27,13/04/20,Tamil Nadu,1075,50,11,,
28,13/04/20,Telengana,562,100,16,,
29,13/04/20,Tripura,2,0,0,,
30,13/04/20,Uttarakhand,35,5,0,,
31,13/04/20,Uttar Pradesh,483,47,5,,
32,13/04/20,West Bengal,152,29,7,,
1,14/04/20,Andhra Pradesh,473,14,9,,
2,14/04/20,Andaman and Nicobar Islands,11,10,0,,
3,14/04/20,Arunachal Pradesh,1,0,0,,
4,14/04/20,Assam,31,0,1,,
5,14/04/20,Bihar,66,26,1,,
6,14/04/20,Chandigarh,21,7,0,,
7,14/04/20,Chhattisgarh,31,10,0,,
8,14/04/20,Delhi,1510,30,28,,
9,14/04/20,Goa,7,5,0,,
10,14/04/20,Gujarat,617,55,26,,
11,14/04/20,Haryana,199,34,3,,
12,14/04/20,Himachal Pradesh,32,13,1,,
13,14/04/20,Jammu and Kashmir,270,16,4,,
14,14/04/20,Jharkhand,24,0,2,,
15,14/04/20,Karnataka,258,65,9,,
16,14/04/20,Kerala,379,198,3,,
17,14/04/20,Ladakh,15,10,0,,
18,14/04/20,Madhya Pradesh,730,51,50,,
19,14/04/20,Maharashtra,2337,229,160,,
20,14/04/20,Manipur,2,1,0,,
21,14/04/20,Meghalaya,1,0,0,,
22,14/04/20,Mizoram,1,0,0,,
23,14/04/20,Nagaland,1,0,0,,
24,14/04/20,Odisha,55,18,1,,
25,14/04/20,Puducherry,7,1,0,,
26,14/04/20,Punjab,176,14,12,,
27,14/04/20,Rajasthan,879,133,3,,
28,14/04/20,Tamil Nadu,1173,58,11,,
29,14/04/20,Telengana,624,100,17,,
30,14/04/20,Tripura,2,0,0,,
31,14/04/20,Uttarakhand,35,7,0,,
32,14/04/20,Uttar Pradesh,657,49,5,,
32,14/04/20,West Bengal,190,36,7,,
960,15/04/20,Andaman and Nicobar Islands,11,10,0,,
961,15/04/20,Andhra Pradesh,503,16,9,,
962,15/04/20,Arunachal Pradesh,1,0,0,,
963,15/04/20,Assam,33,0,1,,
964,15/04/20,Bihar,70,29,1,,
965,15/04/20,Chandigarh,21,7,0,,
966,15/04/20,Chhattisgarh,33,13,0,,
967,15/04/20,Delhi,1561,30,30,,
968,15/04/20,Goa,7,5,0,,
969,15/04/20,Gujarat,695,59,30,,
970,15/04/20,Haryana,199,34,3,,
971,15/04/20,Himachal Pradesh,33,13,1,,
972,15/04/20,Jammu and Kashmir,278,30,4,,
973,15/04/20,Jharkhand,27,0,2,,
974,15/04/20,Karnataka,277,75,11,,
975,15/04/20,Kerala,387,211,3,,
976,15/04/20,Ladakh,17,10,0,,
977,15/04/20,Madhya Pradesh,987,64,53,,
978,15/04/20,Maharashtra,2687,259,178,,
979,15/04/20,Manipur,2,1,0,,
980,15/04/20,Meghalaya,7,0,1,,
981,15/04/20,Mizoram,1,0,0,,
982,15/04/20,Nagaland#,0,0,0,,
983,15/04/20,Odisha,60,18,1,,
984,15/04/20,Puducherry,7,1,0,,
985,15/04/20,Punjab,186,14,13,,
986,15/04/20,Rajasthan,1005,147,3,,
987,15/04/20,Tamil Nadu,1204,81,12,,
988,15/04/20,Telengana,647,120,18,,
989,15/04/20,Tripura,2,0,0,,
990,15/04/20,Uttarakhand,37,9,0,,
991,15/04/20,Uttar Pradesh,735,51,11,,
992,15/04/20,West Bengal,213,37,7,,
993,16/04/20,Andaman and Nicobar Islands,11,10,0,,
994,16/04/20,Andhra Pradesh,534,20,14,,
995,16/04/20,Arunachal Pradesh,1,0,0,,
996,16/04/20,Assam,33,5,1,,
997,16/04/20,Bihar,74,29,1,,
998,16/04/20,Chandigarh,21,7,0,,
999,16/04/20,Chhattisgarh,33,17,0,,
1000,16/04/20,Delhi,1578,42,32,,
1001,16/04/20,Goa,7,5,0,,
1002,16/04/20,Gujarat,871,64,36,,
1003,16/04/20,Haryana,205,43,3,,
1004,16/04/20,Himachal Pradesh,35,16,1,,
1005,16/04/20,Jammu and Kashmir,300,36,4,,
1006,16/04/20,Jharkhand,28,0,2,,
1007,16/04/20,Karnataka,315,82,13,,
1008,16/04/20,Kerala,388,218,3,,
1009,16/04/20,Ladakh,17,10,0,,
1010,16/04/20,Madhya Pradesh,1120,64,53,,
1011,16/04/20,Maharashtra,2919,295,187,,
1012,16/04/20,Manipur,2,1,0,,
1013,16/04/20,Meghalaya,7,0,1,,
1014,16/04/20,Mizoram,1,0,0,,
1015,16/04/20,Nagaland#,0,0,0,,
1016,16/04/20,Odisha,60,18,1,,
1017,16/04/20,Puducherry,7,1,0,,
1018,16/04/20,Punjab,186,27,13,,
1019,16/04/20,Rajasthan,1023,147,3,,
1020,16/04/20,Tamil Nadu,1242,118,14,,
1021,16/04/20,Telengana,698,120,18,,
1022,16/04/20,Tripura,2,1,0,,
1023,16/04/20,Uttarakhand,37,9,0,,
1024,16/04/20,Uttar Pradesh,773,68,13,,
1025,16/04/20,West Bengal,231,42,7,,
1026,17/04/20,Andaman and Nicobar Islands,11,10,0,,
1027,17/04/20,Andhra Pradesh,572,36,14,,
1028,17/04/20,Arunachal Pradesh,1,0,0,,
1029,17/04/20,Assam,35,5,1,,
1030,17/04/20,Bihar,83,37,1,,
1031,17/04/20,Chandigarh,21,9,0,,
1032,17/04/20,Chhattisgarh,36,23,0,,
1033,17/04/20,Delhi,1640,51,38,,
1034,17/04/20,Goa,7,6,0,,
1035,17/04/20,Gujarat,1021,74,38,,
1036,17/04/20,Haryana,205,43,3,,
1037,17/04/20,Himachal Pradesh,35,16,1,,
1038,17/04/20,Jammu and Kashmir,314,38,4,,
1039,17/04/20,Jharkhand,29,0,2,,
1040,17/04/20,Karnataka,353,82,13,,
1041,17/04/20,Kerala,395,245,3,,
1042,17/04/20,Ladakh,18,14,0,,
1043,17/04/20,Madhya Pradesh,1308,65,57,,
1044,17/04/20,Maharashtra,3205,300,194,,
1045,17/04/20,Manipur,2,1,0,,
1046,17/04/20,Meghalaya,9,0,1,,
1047,17/04/20,Mizoram,1,0,0,,
1048,17/04/20,Nagaland#,0,0,0,,
1049,17/04/20,Odisha,60,19,1,,
1050,17/04/20,Puducherry,7,1,0,,
1051,17/04/20,Punjab,186,27,13,,
1052,17/04/20,Rajasthan,1131,164,11,,
1053,17/04/20,Tamil Nadu,1267,180,15,,
1054,17/04/20,Telengana,743,186,18,,
1055,17/04/20,Tripura,2,1,0,,
1056,17/04/20,Uttarakhand,37,9,0,,
1057,17/04/20,Uttar Pradesh,846,74,14,,
1058,17/04/20,West Bengal,255,51,10,,
1059,18/04/20,Andaman and Nicobar Islands,12,11,0,,
1060,18/04/20,Andhra Pradesh,603,42,15,,
1061,18/04/20,Arunachal Pradesh,1,0,0,,
1062,18/04/20,Assam,35,9,1,,
1063,18/04/20,Bihar,85,37,2,,
1064,18/04/20,Chandigarh,21,9,0,,
1065,18/04/20,Chhattisgarh,36,24,0,,
1066,18/04/20,Delhi,1707,72,42,,
1067,18/04/20,Goa,7,6,0,,
1068,18/04/20,Gujarat,1272,88,48,,
1069,18/04/20,Haryana,225,43,3,,
1070,18/04/20,Himachal Pradesh,38,16,1,,
1071,18/04/20,Jammu and Kashmir,328,42,5,,
1072,18/04/20,Jharkhand,33,0,2,,
1073,18/04/20,Karnataka,371,92,13,,
1074,18/04/20,Kerala,396,255,3,,
1075,18/04/20,Ladakh,18,14,0,,
1076,18/04/20,Madhya Pradesh,1355,69,69,,
1077,18/04/20,Maharashtra,3323,331,201,,
1078,18/04/20,Manipur,2,1,0,,
1079,18/04/20,Meghalaya,11,0,1,,
1080,18/04/20,Mizoram,1,0,0,,
1081,18/04/20,Nagaland#,0,0,0,,
1082,18/04/20,Odisha,60,21,1,,
1083,18/04/20,Puducherry,7,3,0,,
1084,18/04/20,Punjab,202,27,13,,
1085,18/04/20,Rajasthan,1229,183,11,,
1086,18/04/20,Tamil Nadu,1323,283,15,,
1087,18/04/20,Telengana,791,186,18,,
1088,18/04/20,Tripura,2,1,0,,
1089,18/04/20,Uttarakhand,42,9,0,,
1090,18/04/20,Uttar Pradesh,969,86,14,,
1091,18/04/20,West Bengal,287,55,10,,
1,19/04/20,Andaman and Nicobar Islands,14,11,0,,
2,19/04/20,Andhra Pradesh,603,42,15,,
3,19/04/20,Arunachal Pradesh,1,0,0,,
4,19/04/20,Assam,35,12,1,,
5,19/04/20,Bihar,86,37,2,,
6,19/04/20,Chandigarh,23,10,0,,
7,19/04/20,Chhattisgarh,36,24,0,,
8,19/04/20,Delhi,1893,72,43,,
9,19/04/20,Goa,7,6,0,,
10,19/04/20,Gujarat,1604,94,58,,
11,19/04/20,Haryana,233,87,3,,
12,19/04/20,Himachal Pradesh,39,16,1,,
13,19/04/20,Jammu and Kashmir,341,51,5,,
14,19/04/20,Jharkhand,35,0,2,,
15,19/04/20,Karnataka,384,104,14,,
16,19/04/20,Kerala,400,257,3,,
17,19/04/20,Ladakh,18,14,0,,
18,19/04/20,Madhya Pradesh,1407,127,70,,
19,19/04/20,Maharashtra,3651,365,211,,
20,19/04/20,Manipur,2,1,0,,
21,19/04/20,Meghalaya,11,0,1,,
22,19/04/20,Mizoram,1,0,0,,
23,19/04/20,Nagaland#,0,0,0,,
24,19/04/20,Odisha,61,24,1,,
25,19/04/20,Puducherry,7,3,0,,
26,19/04/20,Punjab,219,31,16,,
27,19/04/20,Rajasthan,1351,183,11,,
28,19/04/20,Tamil Nadu,1372,365,15,,
29,19/04/20,Telengana,844,186,18,,
30,19/04/20,Tripura,2,1,0,,
31,19/04/20,Uttarakhand,42,9,0,,
32,19/04/20,Uttar Pradesh,1084,108,17,,
32,19/04/20,West Bengal,310,62,12,,
1,20/04/20,Andaman and Nicobar Islands,15,11,0,,
2,20/04/20,Andhra Pradesh,722,92,20,,
3,20/04/20,Arunachal Pradesh,1,0,0,,
4,20/04/20,Assam,35,17,1,,
5,20/04/20,Bihar,96,42,2,,
6,20/04/20,Chandigarh,26,13,0,,
7,20/04/20,Chhattisgarh,36,25,0,,
8,20/04/20,Delhi,2003,290,45,,
9,20/04/20,Goa,7,7,0,,
10,20/04/20,Gujarat,1851,106,67,,
11,20/04/20,Haryana,233,87,3,,
12,20/04/20,Himachal Pradesh,39,16,1,,
13,20/04/20,Jammu and Kashmir,350,56,5,,
14,20/04/20,Jharkhand,42,0,2,,
15,20/04/20,Karnataka,395,111,16,,
16,20/04/20,Kerala,402,270,3,,
17,20/04/20,Ladakh,18,14,0,,
18,20/04/20,Madhya Pradesh,1485,127,74,,
19,20/04/20,Maharashtra,4203,507,223,,
20,20/04/20,Manipur,2,2,0,,
21,20/04/20,Meghalaya,11,0,1,,
22,20/04/20,Mizoram,1,0,0,,
23,20/04/20,Nagaland,0,0,0,,
24,20/04/20,Odisha,68,24,1,,
25,20/04/20,Puducherry,7,3,0,,
26,20/04/20,Punjab,219,31,16,,
27,20/04/20,Rajasthan,1478,183,14,,
28,20/04/20,Tamil Nadu,1477,411,15,,
29,20/04/20,Telengana,873,190,21,,
30,20/04/20,Tripura,2,1,0,,
31,20/04/20,Uttarakhand,44,11,0,,
32,20/04/20,Uttar Pradesh,1176,129,17,,
32,20/04/20,West Bengal,339,66,12,,
1158,21/04/20,Andaman and Nicobar Islands,16,11,0,,
1159,21/04/20,Andhra Pradesh,757,96,22,,
1160,21/04/20,Arunachal Pradesh,1,1,0,,
1161,21/04/20,Assam,35,19,1,,
1162,21/04/20,Bihar,114,42,2,,
1163,21/04/20,Chandigarh,26,13,0,,
1164,21/04/20,Chhattisgarh,36,25,0,,
1165,21/04/20,Delhi,2081,431,47,,
1166,21/04/20,Goa,7,7,0,,
1167,21/04/20,Gujarat,2066,131,77,,
1168,21/04/20,Haryana,254,127,3,,
1169,21/04/20,Himachal Pradesh,39,16,1,,
1170,21/04/20,Jammu and Kashmir,368,71,5,,
1171,21/04/20,Jharkhand,46,0,2,,
1172,21/04/20,Karnataka,415,114,17,,
1173,21/04/20,Kerala,408,291,3,,
1174,21/04/20,Ladakh,18,14,0,,
1175,21/04/20,Madhya Pradesh,1540,127,76,,
1176,21/04/20,Maharashtra,4669,572,232,,
1177,21/04/20,Manipur,2,2,0,,
1178,21/04/20,Meghalaya,11,0,1,,
1179,21/04/20,Mizoram,1,0,0,,
1180,21/04/20,Nagaland,0,0,0,,
1181,21/04/20,Odisha,74,24,1,,
1182,21/04/20,Puducherry,7,3,0,,
1183,21/04/20,Punjab,245,39,16,,
1184,21/04/20,Rajasthan,1576,205,25,,
1185,21/04/20,Tamil Nadu,1520,457,17,,
1186,21/04/20,Telengana,919,190,23,,
1187,21/04/20,Tripura,2,1,0,,
1188,21/04/20,Uttarakhand,46,18,0,,
1189,21/04/20,Uttar Pradesh,1294,140,20,,
1190,21/04/20,West Bengal,392,73,12,,
1191,22/04/20,Andaman and Nicobar Islands,17,11,0,,
1192,22/04/20,Andhra Pradesh,813,120,24,,
1193,22/04/20,Arunachal Pradesh,1,1,0,,
1194,22/04/20,Assam,35,19,1,,
1195,22/04/20,Bihar,126,46,2,,
1196,22/04/20,Chandigarh,27,14,0,,
1197,22/04/20,Chhattisgarh,36,26,0,,
1198,22/04/20,Delhi,2156,611,47,,
1199,22/04/20,Goa,7,7,0,,
1200,22/04/20,Gujarat,2272,144,95,,
1201,22/04/20,Haryana,254,127,3,,
1202,22/04/20,Himachal Pradesh,39,16,1,,
